count_star_interval	0.30487814
count_star_interval	0.304540005
count_star_interval	0.314853236
count_star_interval	0.300802182
count_star_interval	0.309515434
count_star_interval	0.312290834
count_star_interval	0.312772004
count_star_interval	0.308436088
count_star_interval	0.304912181
count_star_interval	0.314606637
sum_price	0.436273151
sum_price	0.449406238
sum_price	0.437659365
sum_price	0.431922169
sum_price	0.409478504
sum_price	0.413166613
sum_price	0.433622004
sum_price	0.414612944
sum_price	0.418335456
sum_price	0.431152898
sum_all	1.154456077
sum_all	1.092426323
sum_all	1.084240071
sum_all	1.082792789
sum_all	1.107690745
sum_all	1.095847418
sum_all	1.094257647
sum_all	1.072530848
sum_all	1.071060373
sum_all	1.107160348
sum_all_year	1.08369505
sum_all_year	1.071233057
sum_all_year	1.08977486
sum_all_year	1.133720457
sum_all_year	1.046497598
sum_all_year	3.426536013
sum_all_year	1.104953709
sum_all_year	1.068056221
sum_all_year	1.045950046
sum_all_year	1.066707835
sum_all_filter	1.494208033
sum_all_filter	0.765583239
sum_all_filter	0.998448167
sum_all_filter	0.763256023
sum_all_filter	0.953348685
sum_all_filter	0.760939169
sum_all_filter	1.0068587
sum_all_filter	0.983230409
sum_all_filter	0.76802628
sum_all_filter	0.956164471
top_100_parts	9.403851512
top_100_parts	10.008767073
top_100_parts	9.446469442
top_100_parts	9.739577958
top_100_parts	9.285472104
top_100_parts	9.791983727
top_100_parts	9.511003236
top_100_parts	10.095585152
top_100_parts	9.618813348
top_100_parts	9.739972242
top_100_parts_details	11.282440993
top_100_parts_details	10.918430904
top_100_parts_details	10.561150404
top_100_parts_details	10.493385773
top_100_parts_details	10.495029598
top_100_parts_details	11.32027831
top_100_parts_details	10.66203666
top_100_parts_details	10.458525468
top_100_parts_details	11.044582164
top_100_parts_details	10.906646917
top_100_parts_filter	3.71667435
top_100_parts_filter	3.55246692
top_100_parts_filter	4.011973023
top_100_parts_filter	3.889806865
top_100_parts_filter	4.13846299
top_100_parts_filter	4.025872684
top_100_parts_filter	3.655286445
top_100_parts_filter	3.68917641
top_100_parts_filter	4.317225563
top_100_parts_filter	3.542273113
top_100_commitdate	1.036346729
top_100_commitdate	1.116675552
top_100_commitdate	1.04258483
top_100_commitdate	1.076991187
top_100_commitdate	1.068188581
top_100_commitdate	1.054070787
top_100_commitdate	1.057185837
top_100_commitdate	1.033853802
top_100_commitdate	1.08116192
top_100_commitdate	1.025303375
